,Score_Prob
146,0.20211672250235566
147,0.47357454779357505
148,0.8545464224942001
149,0.00789128714198458
150,0.11338531267413339
151,0.4893728993099839
152,0.4642075084946557
153,0.5210885148233948
154,0.7540492507430333
155,0.11153347192774843
156,0.007698467863877978
157,0.8447844164680501
158,0.31951337524004103
159,0.15290753862457598
160,0.09530766300208986
161,0.22736674127249537
162,0.3905257618579765
163,0.09530766300208986
164,0.13478088881473496
165,0.9048122780819807
166,0.17321473809580037
167,0.10551513578355222
168,0.6642113164390243
169,0.09530766300208986
170,0.08640143553682339
171,0.23572432430784118
172,0.6471800769118365
173,0.981365437036442
174,0.7477247177535415
175,0.4300153715809113
176,0.08640143553682339
177,0.4000721575756527
178,0.4134166645269628
179,0.7365247339093202
180,0.41859494595947694
181,0.14274826377011599
182,0.12131903967019625
183,0.006116887980046597
184,0.7194669009161663
185,0.3643496696721044
186,0.393896223173754
187,0.3824661889505361
188,0.35244061939317683
189,0.7545030371220354
190,0.8167790456431674
191,0.11560954068641538
192,0.37268088042187286
193,0.12331835363298449
194,0.36980498193339123
195,0.10911234856632757
196,0.3526126671938881
197,0.3576294796263399
198,0.4649516229860359
199,0.09530766300208986
200,0.31516194279910803
201,0.11020931655728736
202,0.006652512166034389
203,0.9992089355071925
204,0.12965073053820003
205,0.4604286506379375
206,0.0907555232355167
207,0.15585518358341863
208,0.3523055347854013
209,0.1852152013244568
210,0.718987051042232
211,0.48224246138610755
212,0.09822070072276208
213,0.8855537638783967
214,0.12822705757075437
215,0.1204120895423188
216,0.37389734388336004
217,0.39577158814626445
218,0.3057268459193112
219,0.14497680833536455
220,0.12608545425163661
221,0.1000630026128299
222,0.11913573197756873
223,0.4008798996499439
224,0.3749437020841569
225,0.14520546677878088
226,0.1630869303873756
227,0.005494565386707026
228,0.45297644313490526
229,0.43161700863381847
230,0.005947165128805685
231,0.39004542056098834
232,0.5114178990268745
233,0.008305445788515364
234,0.2946502555295883
235,0.6980909663008215
236,0.5085053792013106
237,0.40568534409622414
238,0.43685348108393796
239,0.1386373982131371
240,0.162995113875594
241,0.9405742499744079
242,0.17874585000051274
243,0.18525864209992154
244,0.11352066552257252
245,0.49546687885252105
246,0.40328030157236094
247,0.12957482384890925
248,0.11358839476462892
249,0.10857101473764884
250,0.21792629314486558
251,0.12560362475387069
252,0.21288395557098416
253,0.8545464224942001
254,0.2779072819638651
255,0.11466587582042304
256,0.3827840755004089
257,0.38294305640339443
258,0.5332369247691903
259,0.49513048246152125
260,0.40991649512351164
261,0.9628486358539371
262,0.6782249832672962
263,0.12124208396324218
264,0.17303368017732654
265,0.38294305640339443
266,0.14382860428527883
267,0.098280313647952
268,0.7198214814301098
269,0.3577840692140277
270,0.13085808319141942
271,0.38026931355131094
272,0.40842002022005686
273,0.12124208396324218
274,0.37760281509484933
275,0.702321083753312
276,0.9537871924772303
277,0.381090140123948
278,0.12491580716433986
279,0.3333849590466803
280,0.4331320245268401
281,0.34548282206521364
282,0.7773607070067858
283,0.9600216014796861
284,0.34292527486942326
285,0.08923153587892402
286,0.884184258225816
287,0.10717856670058686
288,0.4106717573073755
289,0.46091006459770717
290,0.3577840692140277
291,0.3477609392576068
292,0.884184258225816
293,0.20160077213114386
294,0.11097262854120223
295,0.11153347192774843
296,0.09634887344722015
297,0.13199786221370258
298,0.17515783116340558
299,0.36748112539584127
300,0.19200080623537902
301,0.12757674776420555
302,0.08283032506728634
303,0.17030101441868106
304,0.3799522298050867
305,0.095306139872694
306,0.39020551068177356
307,0.006900272290475034
308,0.6932832170920327
309,0.38751290487925977
310,0.1342244655989407
311,0.11561134682822442
312,0.4511510456239004
313,0.13156373010871605
314,0.8796108002887554
315,0.1643618735058638
316,0.006636480379168099
317,0.3333849590466803
318,0.0937151137496961
319,0.43772305200649064
320,0.48430984591059134
321,0.7545269620654527
322,0.4045681669869859
323,0.8891878405288686
324,0.5581378575609123
325,0.7003463200372895
326,0.4290044183013399
327,0.5976113567504662
328,0.32150263857642747
329,0.7812180240525755
330,0.1630869303873756
331,0.32838589251715444
332,0.7452523818011791
333,0.9455337858014783
334,0.2029094029685038
335,0.39577158814626445
336,0.07133386283489924
337,0.32150263857642747
338,0.6471800769118365
339,0.37280361192436634
340,0.1168475442247979
341,0.4034422308463991
342,0.10572744239851348
343,0.4780133674556472
344,0.2582781415810318
345,0.3569100115648693
346,0.12041021861203523
347,0.11568339190754538
348,0.5977843569054256
349,0.525631971969627
350,0.23883899389492844
351,0.1630869303873756
352,0.5769296720750081
353,0.34548282206521364
354,0.4738393939894145
355,0.3720154935955604
356,0.43685348108393796
357,0.9965557428545117
358,0.1370285574173143
359,0.21219930124089506
360,0.3855046816758126
361,0.29752203533246135
362,0.2890517811455659
363,0.19210521181588772
364,0.10502937185457135
365,0.095424960063437
366,0.11358839476462892
367,0.1564702863987836
368,0.11238544095323214
369,0.4037875069987635
370,0.5603071594262555
371,0.7108791495611649
372,0.17486638618262826
373,0.8651830535444798
374,0.12861142711777682
375,0.18687264950482602
376,0.1301263478207906
377,0.48926618183900045
378,0.773940132763396
379,0.09922884018072772
380,0.004542566813340359
381,0.11831453013065088
382,0.23152706794152128
383,0.7380894516295221
384,0.14274826377011599
385,0.20525964042025582
386,0.0907569809351636
387,0.1576161779049238
388,0.35001215798477603
389,0.12224296583866379
390,0.8776731041121595
391,0.167310386859277
392,0.6415382997606799
393,0.6765537812701553
394,0.15585518358341863
395,0.45467103403206655
396,0.10499551002105907
397,0.3613259781432844
398,0.5565045343519757
399,0.8751505120686075
400,0.12757674776420555
401,0.12110402446073697
402,0.12283435579840266
403,0.15437032908139647
404,0.4490784807840744
405,0.465875547513684
406,0.1480447713086446
407,0.7134777803899658
408,0.11358839476462892
409,0.5657416130888266
410,0.11980889514387473
411,0.7360008305872083
412,0.5007678834751139
413,0.39258387851784643
414,0.005494565386707026
415,0.599879125253024
416,0.2189754817130914
417,0.34151730295498745
418,0.1353889984680725
419,0.654931313359952
420,0.6629221750080055
421,0.11486447670789011
422,0.10012486384098421
423,0.8247166048087576
424,0.16831791969403215
425,0.5735545774306142
426,0.4475339846689526
427,0.10409453458020487
428,0.3103867623864319
429,0.11446111608008772
430,0.6200190137483486
431,0.3821484029422997
432,0.423955541707357
433,0.1153832148198047
434,0.6179434326778316
435,0.12245972143915455
436,0.23568302523429063
437,0.1000630026128299
438,0.43772305200649064
439,0.6820771768337137
440,0.4245943541957039
441,0.11020931655728736
442,0.1102075842922288
443,0.17544355840509906
444,0.13956672025596104
445,0.10502474242581193
446,0.12406037462123172
447,0.5877613163903235
448,0.5657416130888266
449,0.37486369127977764
450,0.6358432919592694
451,0.8156880035254552
452,0.3848271537715883
453,0.32872602031400977
454,0.1852152013244568
455,0.22564538277968393
456,0.4156567425473939
457,0.745374814096113
458,0.3771285333578394
459,0.7248689846617119
460,0.16719445941654248
461,0.1167864732256118
462,0.09360088204425807
463,0.370275528618243
464,0.01263370685042433
465,0.22729493434537434
466,0.36751804826461915
467,0.14971793690660035
468,0.1238457611294565
469,0.8167790456431674
470,0.1291958576114652
471,0.11899458286040863
472,0.12729116359672882
473,0.3576294796263399
474,0.35732038932175486
475,0.12360961951245573
476,0.14346319168766986
477,0.10807288211670595
478,0.14888706492171247
479,0.098280313647952
480,0.4155131733360698
481,0.710823857711232
482,0.5822985299836795
483,0.3376437790955416
484,0.007763241490833221
485,0.16251494763685057
486,0.07361841265182299
487,0.19522350732623966
488,0.12069662731322574
489,0.12949895498837202
490,0.7678822411678001
491,0.6983726896081724
492,0.12368252825261876
493,0.13453753758726267
494,0.6030055296618874
495,0.29205104380317676
496,0.6105079623935973
497,0.19265269383883657
498,0.139175452185631
499,0.36424336955319037
500,0.4041360012468775
501,0.3673180920983242
502,0.6833414494288557
503,0.42234146850285553
504,0.4291692478161712
505,0.12124584813665093
506,0.8191643686199171
507,0.4836499206027341
508,0.36220783791644806
509,0.08923153587892402
510,0.11238544095323214
511,0.3044206975380015
512,0.7249350256511395
513,0.07268420893360023
514,0.4343987198801408
515,0.24173756874983593
516,0.43525432657549
517,0.14032408069578356
518,0.399910674182017
519,0.7522966157839167
520,0.03030856589244216
521,0.36238538565548056
522,0.4813126194821101
523,0.11014471625900586
524,0.8564680081492112
525,0.3962328513521528
526,0.1537741699838964
527,0.6350273095184018
528,0.25000778858213674
529,0.3983229762027571
530,0.11561134682822442
531,0.15585518358341863
532,0.5265930674722547
533,0.07556334803176896
534,0.1050926355714082
535,0.09715849219141898
536,0.10115035542759283
537,0.08640143553682339
538,0.1081377575640196
539,0.02692646480348049
540,0.09530766300208986
541,0.0056502185189901445
542,0.7925959229711841
543,0.7402681109431422
544,0.1154770521763978
545,0.6975283667530308
546,0.10502474242581193
547,0.1113932786682939
548,0.13231637702228446
549,0.7980824377930867
550,0.19349699164845394
551,0.11238544095323214
552,0.11575224299981475
553,0.5546400046948348
554,0.13047592640939232
555,0.34292527486942326
556,0.23511809477280785
557,0.13074443957222062
558,0.18246412119445446
559,0.07887080961118222
560,0.392862714928657
561,0.13212784667972943
562,0.15585518358341863
563,0.5113614035992963
564,0.3180226425604993
565,0.17024197384039896
566,0.7762896677218408
567,0.8296454427931145
568,0.11795182718573288
569,0.34759144782537
570,0.3769358160540448
571,0.5955689933187098
572,0.7325222040154948
573,0.27653838560843214
574,0.11575224299981475
575,0.11561134682822442
576,0.3549903646543869
577,0.098280313647952
578,0.7064071661673833
579,0.12837756226993716
580,0.008654209884154777
581,0.11561134682822442
582,0.17881152395709107
583,0.11358839476462892
584,0.10329163483026696
585,0.40568534409622414
586,0.10109654949228838
587,0.9433712360283807
588,0.11358839476462892
589,0.344719152240735
590,0.6933433493301975
591,0.5277194163148374
592,0.40684975340973567
593,0.30903367288113054
594,0.11543312631210485
595,0.13970309401604925
596,0.09530766300208986
597,0.45979600591002756
598,0.11575224299981475
599,0.09916871519128781
600,0.3115278532847252
601,0.5535401006806622
602,0.11358839476462892
603,0.4051987532546855
604,0.098280313647952
605,0.24393971844349455
606,0.11119362886451149
607,0.18227552655903514
608,0.34548282206521364
609,0.40135047314718825
610,0.11561495918542747
611,0.3381386603004866
612,0.12593724846860513
613,0.14726787775738592
614,0.22736674127249537
615,0.4155131733360698
616,0.37276395327922396
617,0.16552980808468415
618,0.2779072819638651
619,0.38026931355131094
620,0.7807918610176282
621,0.46836088945683624
622,0.10609917339554506
623,0.4004747633176502
624,0.098280313647952
625,0.09360088204425807
626,0.0907555232355167
627,0.3780981886916718
628,0.3577840692140277
629,0.9752606147579893
630,0.12689126635762835
631,0.10930084366424823
632,0.8275894773611441
633,0.3171797350292258
634,0.15417394336039628
635,0.1489912181916705
636,0.005659371779590144
637,0.18556351237924523
638,0.35259419717732055
639,0.14405739732562292
640,0.3673180920983242
641,0.19139766254441024
642,0.5124931964058933
643,0.2836544995365921
644,0.4167150121626983
645,0.7996648410925473
646,0.1316898008542422
647,0.34548282206521364
648,0.5332369247691903
649,0.13703876758829225
650,0.4248060280962938
651,0.12593724846860513
652,0.37268088042187286
653,0.36729731071728167
654,0.6929706459878077
655,0.42933409304284975
656,0.44341752530963136
657,0.12830229109991023
658,0.41684260912048254
659,0.4111603773218903
660,0.11677812767209231
661,0.1256169725194942
662,0.5281815966682449
663,0.7836518557381252
664,0.6030207478265235
665,0.5960772873375974
666,0.4034422308463991
667,0.1304087842572797
668,0.6318426494740133
669,0.20583168033185584
670,0.14274826377011599
671,0.35747491965342637
672,0.39004542056098834
673,0.392862714928657
674,0.40251042739746323
675,0.406009840994745
676,0.17551998696215024
677,0.4029565062809657
678,0.5026187323661484
679,0.04576324169839429
680,0.13166449501620095
681,0.1235258678519167
682,0.14174878487313347
683,0.40251042739746323
684,0.10115035542759283
685,0.20896753338598756
686,0.45979600591002756
687,0.10199576700879445
688,0.17580056521455517
689,0.47305692494103907
690,0.22032511953912728
691,0.11677812767209231
692,0.007155878196358101
693,0.37525913568896524
694,0.385145778772385
695,0.5311522009990536
696,0.12965073053820003
697,0.6636479873304284
698,0.12131903967019625
699,0.11561134682822442
700,0.12869217809532474
701,0.14461123278566074
702,0.525631971969627
703,0.3527478054288907
704,0.7249736611621428
705,0.168347941929405
706,0.15637309405166366
707,0.06257809661608961
708,0.07612074058592265
709,0.1293473307091116
710,0.380110758888983
711,0.5845616401349503
712,0.7956019448291868
713,0.11126014398992858
714,0.713447422971847
715,0.4464254833942557
716,0.1258632015072668
717,0.12018752784941635
718,0.12491580716433986
719,0.3395409448690602
720,0.2853724957251893
721,0.7917325775184726
722,0.29899181551510046
723,0.38230728336371095
724,0.11663940192207814
725,0.006923549348380281
726,0.7447575315139482
727,0.36230650136679954
728,0.10304261588549316
729,0.4058050133080333
730,0.1693616827543069
731,0.3525994745311587
732,0.33560760334765466
733,0.9405742499744079
734,0.9295851576864365
735,0.5659413459263364
736,0.3183578162454172
737,0.37276395327922396
738,0.36500744442178934
739,0.08976144271528498
740,0.5403365264609893
741,0.6943090693688126
742,0.10060513520226581
743,0.16154636318572888
744,0.4331320245268401
745,0.1000630026128299
746,0.10820266723117719
747,0.0907555232355167
748,0.7053708851532393
749,0.7920593476752186
750,0.27687353105809787
751,0.49215041952543204
752,0.10826761113055587
753,0.03497399711726987
754,0.3983229762027571
755,0.20896753338598756
756,0.11390906053540427
757,0.8219270787370243
758,0.6514616479126097
759,0.15629275253417632
760,0.4300153715809113
761,0.07133386283489924
762,0.42796419231843236
763,0.35077290033041186
764,0.07361841265182299
765,0.20896753338598756
766,0.4366879580364558
767,0.14852616167928617
768,0.10502474242581193
769,0.0907569809351636
770,0.884184258225816
771,0.10012486384098421
772,0.37011865229710755
773,0.19392003723850804
774,0.1851180704179665
775,0.7370123973682536
776,0.12491580716433986
777,0.10609917339554506
778,0.4079324007261435
779,0.6068241784074722
780,0.5332125664875234
781,0.12406037462123172
782,0.10206176416639672
783,0.5715852272424521
784,0.37776096113863306
785,0.09530766300208986
786,0.09822070072276208
787,0.20084773856812735
788,0.1102075842922288
789,0.7249736611621428
790,0.14888706492171247
791,0.10316705886735292
792,0.14346319168766986
793,0.29326249993905784
794,0.0972807702293468
795,0.4467723692324666
796,0.7495195114439731
797,0.1168475442247979
798,0.3889069614517258
799,0.09360088204425807
800,0.41887951672515034
801,0.7175902324933544
802,0.15701655040227838
803,0.8067924619760669
804,0.370275528618243
805,0.006099045799321809
806,0.7522966157839167
807,0.41633045605499697
808,0.3751014056323087
809,0.20382772410216152
810,0.6894443965545907
811,0.05439994352304367
812,0.15585518358341863
813,0.05581144418007049
814,0.9909130725042549
815,0.6391492758477931
816,0.09916871519128781
817,0.4311218771702189
818,0.17408586331953732
819,0.42579698393180077
820,0.2779072819638651
821,0.5264051558162772
822,0.1379035359175289
823,0.2938163248693707
824,0.10414975124203033
825,0.884184258225816
826,0.32150263857642747
827,0.11446111608008772
828,0.3550307880974086
829,0.05017188029394882
830,0.14684393055853154
831,0.09360088204425807
832,0.4806970403482075
833,0.5277194163148374
834,0.5768015410298689
835,0.4059315945210777
836,0.6327927292872633
837,0.9998814219109627
838,0.12339111476379108
839,0.1947181619176056
840,0.8545464224942001
841,0.13192078963487366
842,0.3427339092836859
843,0.265874067669078
844,0.3336109819372765
845,0.0907569809351636
846,0.16805928889012106
847,0.11831453013065088
848,0.7157917670364364
849,0.11913573197756873
850,0.9913391548680485
851,0.11014471625900586
852,0.09530766300208986
853,0.36253386262993514
854,0.32150263857642747
855,0.7287718548895332
856,0.19720993370995532
857,0.8477743279994668
858,0.6170583394863839
859,0.13956672025596104
860,0.210897210359538
861,0.11345297149645639
862,0.4181037641551831
863,0.11788184216874799
864,0.16868367190400074
865,0.39086722655487105
866,0.6105079623935973
867,0.4283848834160647
868,0.5141228853871541
869,0.48663580609598867
870,0.8540744967342232
871,0.11417673213720483
872,0.006967729910249184
873,0.5545103356718144
874,0.32150263857642747
875,0.10826761113055587
876,0.3824661889505361
877,0.39577158814626445
878,0.4143631928504324
879,0.38746698114607614
880,0.3898853541264058
881,0.1630869303873756
882,0.6105079623935973
883,0.2728192442015585
884,0.7003463200372895
885,0.1386373982131371
886,0.7970407311673264
887,0.16154636318572888
888,0.31553592099682515
889,0.11588176212933037
890,0.06498022331702281
891,0.12681673984998199
892,0.27449676204484297
893,0.5741731727787214
894,0.35747491965342637
895,0.5561923519996235
896,0.9000912063219393
897,0.751373171296687
898,0.11466587582042304
899,0.1148148627423129
900,0.6473074986324137
901,0.6536634979138644
902,0.13795932593286406
903,0.11014471625900586
904,0.1564702863987836
905,0.7714165168494317
906,0.11561134682822442
907,0.9896445676293144
908,0.17058642348498515
909,0.17835728348715907
910,0.3159656905236886
911,0.4542615574493662
912,0.07814847180596723
913,0.8479217303719422
914,0.007711531818887597
915,0.392862714928657
916,0.12339111476379108
917,0.7545030371220354
918,0.6002559269783035
919,0.21802719707483142
920,0.10115035542759283
921,0.13070510651093217
922,0.12041396049769315
923,0.4696033658716111
924,0.13004410388367144
925,0.6969754777070026
926,0.09916871519128781
927,0.40279464032864903
928,0.1530329277612403
929,0.7064274626276235
930,0.17058642348498515
931,0.7019225155661404
932,0.18687264950482602
933,0.2863688209898906
934,0.28356124000655036
935,0.4924867662577601
936,0.37260664649244274
937,0.8534664290486814
938,0.22736674127249537
939,0.3045929086573972
940,0.15638376824054745
941,0.0851468258349015
942,0.7196570859580907
943,0.09530766300208986
944,0.11245257881012315
945,0.40684975340973567
946,0.370275528618243
947,0.354876730769439
948,0.32065163951381376
949,0.13340698859951197
950,0.1623318752465854
951,0.35504931575224025
952,0.14461123278566074
953,0.13830398746087902
954,0.19451384476380842
955,0.0749909663962934
956,0.00493524252469466
957,0.5715852272424521
958,0.12232386744384678
959,0.7865145416223667
960,0.006756338569826586
961,0.3747860250735173
962,0.4605757123568923
963,0.10409453458020487
964,0.9207818371320495
965,0.32321713560397436
966,0.10316705886735292
967,0.1167170881589673
968,0.7976992483957068
969,0.11998278715310855
970,0.1952107955265569
971,0.5028612588754536
972,0.12025869510834963
973,0.09598349695952917
974,0.0972807702293468
975,0.8247166048087576
976,0.41510160298326965
977,0.08122453937132075
978,0.13004410388367144
979,0.10310482076006049
980,0.13004410388367144
981,0.4623559184840396
982,0.3625408707900367
983,0.18840693496482994
984,0.6059500782910126
985,0.571304445990688
986,0.09922884018072772
987,0.13317246899815408
988,0.20896753338598756
989,0.10576476717251834
990,0.09360088204425807
991,0.007510953057293767
992,0.11781189313007798
993,0.3549903646543869
994,0.10944372145482198
995,0.12339111476379108
996,0.12131903967019625
997,0.14957420610482425
998,0.1148148627423129
999,0.7600964394651397
1000,0.20384085489864512
1001,0.4874763075974807
1002,0.11231833810730103
1003,0.3206729582839572
1004,0.15829984555572474
1005,0.7596483284560196
1006,0.1419945321929748
1007,0.1852152013244568
1008,0.22736674127249537
1009,0.11452933392703651
1010,0.12476877994312818
1011,0.6021406791308088
1012,0.35391721363137085
1013,0.08702159290029995
1014,0.39577158814626445
1015,0.7562650566428996
1016,0.11575224299981475
1017,0.3576294796263399
1018,0.3474183850246037
1019,0.36744009196947497
1020,0.5368528607439228
1021,0.11774198005780774
1022,0.34548282206521364
1023,0.5767776517927206
1024,0.5489173909707975
1025,0.0850203406660465
1026,0.34983734630625407
1027,0.39964601033299796
1028,0.12949895498837202
1029,0.1386373982131371
1030,0.3301804690279142
1031,0.7495780260784681
1032,0.0907555232355167
1033,0.4893728993099839
1034,0.098280313647952
1035,0.8323808600227466
1036,0.4111603773218903
1037,0.12268432318097362
1038,0.40408159054454246
1039,0.181269372225824
1040,0.8484724350320301
1041,0.1584792310460311
1042,0.11020931655728736
1043,0.34548282206521364
1044,0.3751014056323087
1045,0.14460335206579256
1046,0.15391089849830406
1047,0.4766650158636623
1048,0.6724675151377526
1049,0.16643823582411413
1050,0.17150249027508252
1051,0.12131903967019625
1052,0.3747860250735173
1053,0.1518599486383122
1054,0.4715184193470648
1055,0.12462190112985623
1056,0.3695107928750207
1057,0.8292284043443408
1058,0.24846283083709683
1059,0.09715849219141898
1060,0.07361841265182299
1061,0.524586608382879
1062,0.4108298611186884
1063,0.12245972143915455
1064,0.5509048162072748
1065,0.6838398144782433
1066,0.988393416316476
1067,0.11126014398992858
1068,0.006916357555532575
1069,0.7003296042961343
1070,0.09530918615326311
1071,0.005276224866170237
1072,0.11561134682822442
1073,0.14274826377011599
1074,0.0772082710024373
1075,0.00345977735529993
1076,0.3673435462195812
1077,0.21953136125691394
1078,0.20301824995337595
1079,0.12837756226993716
1080,0.3892837973002099
1081,0.7287718548895332
1082,0.7794315414686583
1083,0.006756338569826586
1084,0.49280289609092987
1085,0.8062673312059434
1086,0.11997424421782185
1087,0.4237912279905319
1088,0.17835728348715907
1089,0.1292049607774653
1090,0.011785731536222668
1091,0.49112709586648645
1092,0.8148241072359512
1093,0.6413485106187443
1094,0.16741542577637125
1095,0.10115035542759283
1096,0.37229211384371413
1097,0.775903436584826
1098,0.7695940779895811
1099,0.5389585576864456
1100,0.7917325775184726
1101,0.83451260671853
1102,0.14346319168766986
1103,0.34052790005034406
1104,0.12624326583051745
1105,0.13085808319141942
1106,0.11913573197756873
1107,0.3478966780083266
1108,0.47618168161770374
1109,0.3569100115648693
1110,0.7821783991618279
1111,0.08976144271528498
1112,0.35149305101920253
1113,0.10965086065664574
1114,0.775903436584826
1115,0.15585518358341863
1116,0.38294305640339443
1117,0.16580000700853648
1118,0.2728192442015585
1119,0.2249016066108928
1120,0.007520490764529459
1121,0.627956534020072
1122,0.4331320245268401
1123,0.10711419759125171
1124,0.43804141354207626
1125,0.37268088042187286
1126,0.11774198005780774
1127,0.42664142830255625
1128,0.7613456696366165
1129,0.12491580716433986
1130,0.4932670008569275
1131,0.5845616401349503
1132,0.5246005020479196
1133,0.19883153040374574
1134,0.11027668182453428
1135,0.38294305640339443
1136,0.5921615410554405
1137,0.3711009347263139
1138,0.4758999966063014
1139,0.10018550406227367
1140,0.10502937185457135
1141,0.8545464224942001
1142,0.008978281409453021
1143,0.2878060770800395
1144,0.13166449501620095
1145,0.4464254833942557
1146,0.392862714928657
1147,0.370275528618243
1148,0.10826761113055587
1149,0.6636115165841177
1150,0.12110402446073697
1151,0.10115035542759283
1152,0.12689126635762835
1153,0.6843774095544408
1154,0.8491943413774119
1155,0.15172071484229288
1156,0.10212344433561116
1157,0.09450897972441369
1158,0.09694806718094198
1159,0.14061973247309748
1160,0.16719445941654248
1161,0.36744009196947497
1162,0.41352077580795127
1163,0.08283032506728634
1164,0.21272447876523543
1165,0.4208628715048487
1166,0.5295993155554235
1167,0.12624326583051745
1168,0.1269747992431932
1169,0.15990572146603435
1170,0.098280313647952
1171,0.40311839337304
1172,0.10502937185457135
1173,0.2993852016238218
1174,0.32774222137576364
1175,0.08282764112100152
1176,0.08640143553682339
1177,0.010765843330341758
1178,0.11795182718573288
1179,0.37525913568896524
1180,0.7620361656613889
1181,0.16889484944762484
1182,0.39086722655487105
1183,0.36980498193339123
1184,0.12268432318097362
1185,0.462281260957495
1186,0.11132669392043956
1187,0.4133934748596681
1188,0.11997424421782185
1189,0.41684260912048254
1190,0.38294305640339443
1191,0.21802719707483142
1192,0.3699618033927206
1193,0.38751290487925977
1194,0.39577158814626445
1195,0.8468614225607537
1196,0.10006141189283022
1197,0.09360088204425807
1198,0.10108919681135485
1199,0.11561315299456171
1200,0.47305692494103907
1201,0.14546225554307743
1202,0.6778717712325034
1203,0.7450522575610801
1204,0.6666804419061477
1205,0.9244082224616036
1206,0.8762609753762555
1207,0.6301910361119069
1208,0.8845825016229311
1209,0.10409453458020487
1210,0.0427146718303595
1211,0.6231958662824634
1212,0.16542571716970011
1213,0.029262703678566815
1214,0.1376925509599336
1215,0.10006141189283022
1216,0.7331820504286448
1217,0.11014471625900586
1218,0.41633045605499697
1219,0.10888867025072312
1220,0.3333849590466803
1221,0.884184258225816
1222,0.9241286270346407
1223,0.6626308822117727
1224,0.16868367190400074
1225,0.745374814096113
1226,0.392862714928657
1227,0.12726446055277357
1228,0.10316705886735292
1229,0.393896223173754
1230,0.5086035430945487
1231,0.47803722802213416
1232,0.1791200135291833
1233,0.754878854690131
1234,0.10199576700879445
1235,0.3381386603004866
1236,0.10502474242581193
1237,0.6105079623935973
1238,0.37268088042187286
1239,0.38530512822864404
1240,0.12406037462123172
1241,0.0749909663962934
1242,0.8283020431780249
1243,0.7172409099085949
1244,0.006116887980046597
1245,0.9035982669965696
1246,0.7393051827059015
1247,0.08976144271528498
1248,0.08702159290029995
1249,0.12339111476379108
1250,0.4378281646523876
1251,0.44897282427513463
1252,0.39290482396935983
1253,0.48926618183900045
